ObjectID,USER_District_Number,USER_District_Name,USER_District_Superintendent,USER_School_Number,Column2,USER_School_Name,USER_Instruction_Type,USER_NCES_School_ID,USER_School_City,USER_School_Principal,USER_Grade_Range,Enrollment,School_Type,Reading Not On Grade-Level,Math Not On Grade-Level,Attendance Rate,Chronic Absenteeism Rate,Teacher Count,Admin Count,Average Teacher Salary,Average Admin Salary,Campus Grade,Campus Score,,,
7232,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904003,178904003,ROY MILLER High School AND METRO SCHOOL OF DESIGN,REGULAR INSTRUCTIONAL,'481527001073,CORPUS CHRISTI,DR AURELIO TAMAYO   ,'07-12,1424,High School,62%,79%,87.40%,47.60%,90.2,6,58210,77273,C,79,,,
7233,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904004,178904004,MOODY High School,REGULAR INSTRUCTIONAL,'481527001075,CORPUS CHRISTI,MR ENRIQUE A VELA   ,'09-12,1326,High School,55%,75%,88.50%,44.70%,79.1,4,59726,84048,C,76,,,
7234,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904005,178904005,RAY High School,REGULAR INSTRUCTIONAL,'481527001080,CORPUS CHRISTI,MS ROXANNE CUEVAS   ,'09-12,1578,High School,53%,74%,89.50%,39.20%,94.7,6,57616,79074,B,83,,,
7236,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904008,178904008,COLLEGIATE High School,ALTERNATIVE INSTRUCTIONAL,'481527011318,CORPUS CHRISTI,DR TRACIE S RODRIGUEZ   ,'09-12,390,High School,10%,47%,95.20%,12.80%,16.4,1.1,59310,113680,A,97,,,
7235,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904009,178904009,COLES High School AND EDUCATIONAL CENTER,ALTERNATIVE INSTRUCTIONAL,'481527006082,CORPUS CHRISTI,MS JESSICA ALBERT   ,'07-12,-1,High School,71%,61%,68.50%,85.90%,17,2,55704,83594,B,87,,,
7237,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904012,178904012,NUECES CO J J A E P,JJAEP INSTRUCTIONAL,'481527008346,CORPUS CHRISTI,DR LAURIE BEVERIDGE   ,'05-12,-1,Elementary/Secondary,.,.,.,60.00%,.,.,.,.,Not Rated,0,,,
7239,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904014,178904014,HAROLD T BRANCH ACADEMY FOR CAREER & TECHNICAL ED,REGULAR INSTRUCTIONAL,'481527012733,CORPUS CHRISTI,DR TRACIE RODRIGUEZ   ,'09-12,248,High School,13%,56%,94.90%,15.10%,13.4,0,62715,.,A,97,,,
7240,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904015,178904015,VETERANS MEMORIAL High School,REGULAR INSTRUCTIONAL,'481527013128,CORPUS CHRISTI,MR SCOTT M WALKER   ,'09-12,2026,High School,32%,67%,91.90%,28.40%,110.1,7.2,58897,76215,A,92,,,
7241,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904041,178904041,BAKER Middle,REGULAR INSTRUCTIONAL,'481527001040,CORPUS CHRISTI,MRS SARAH OWEN   ,'06-08,937,Middle School,39%,59%,92.70%,26.20%,52,3.4,54760,73099,A,91,,,
7242,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904043,178904043,BROWNE Middle,REGULAR INSTRUCTIONAL,'481527001041,CORPUS CHRISTI,MS JENIFER GUERRA   ,'06-08,557,Middle School,57%,71%,89.40%,44.70%,43,3.1,53807,76348,B,86,,,
7246,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904046,178904046,CUNNINGHAM Middle AT SOUTH PARK,REGULAR INSTRUCTIONAL,'481527001052,CORPUS CHRISTI,MS RACHEL NEFF-RUPP   ,'06-08,706,Middle School,56%,87%,90.80%,33.90%,49.2,5,54116,72795,C,72,,,
7244,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904047,178904047,DRISCOLL Middle,REGULAR INSTRUCTIONAL,'481527001053,CORPUS CHRISTI,MR CHRISTOPHER HALL   ,'06-08,524,Middle School,72%,82%,86.80%,51.70%,43.1,4.1,54753,77326,C,73,,,
7247,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904048,178904048,HAAS Middle,REGULAR INSTRUCTIONAL,'481527001060,CORPUS CHRISTI,MR DANIEL NOYOLA   ,'06-08,545,Middle School,53%,81%,89.00%,39.30%,39.2,4.1,56728,72430,B,84,,,
7245,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904049,178904049,HAMLIN Middle,REGULAR INSTRUCTIONAL,'481527001061,CORPUS CHRISTI,MS BRIDGET LAMOUREUX   ,'06-08,364,Middle School,48%,79%,91.30%,33.80%,33.1,3.1,55495,76448,B,86,,,
7249,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904050,178904050,MARTIN Middle,REGULAR INSTRUCTIONAL,'481527001070,CORPUS CHRISTI,MS JOLANDA VASQUEZ   ,'06-08,406,Middle School,69%,86%,88.50%,43.10%,29.4,5,54589,69158,D,64,,,
7251,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904054,178904054,STUDENT SUPPORT CENTER,DAEP INSTRUCTIONAL,'481527005681,CORPUS CHRISTI,DR LAURIE BEVERIDGE   ,'01-12,111,Elementary/Secondary,0%,0%,80.00%,47.60%,23.3,3,57124,76461,Not Rated,0,,,
7250,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904055,178904055,KAFFIE Middle,REGULAR INSTRUCTIONAL,'481527006528,CORPUS CHRISTI,MS STEVIE SWANSON   ,'06-08,1154,Middle School,34%,60%,93.40%,20.60%,51.9,6,58608,70448,B,82,,,
7248,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904056,178904056,GRANT Middle,REGULAR INSTRUCTIONAL,'481527017052,CORPUS CHRISTI,MR RAYMOND A GARZA   ,'06-08,772,Middle School,43%,73%,93.10%,22.10%,45.6,3.1,58775,75277,B,84,,,
7253,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904057,178904057,ADKINS Middle,REGULAR INSTRUCTIONAL,'481527012737,CORPUS CHRISTI,MS NORMA CULLUM   ,'06-08,518,Middle School,38%,68%,93.90%,19.60%,36,3.2,56508,77997,B,85,,,
7254,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904058,178904058,LEXINGTON Middle,REGULAR INSTRUCTIONAL,'481527023044,CORPUS CHRISTI,,'06-08,0,Middle School,.,.,.,.,.,.,.,.,?,?,,,
7257,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904101,178904101,ALLEN Elementary,REGULAR INSTRUCTIONAL,'481527001038,CORPUS CHRISTI,MS CELESTE FERNANDEZ   ,'EE-05,331,Elementary School,71%,80%,91.00%,40.80%,25.6,1.1,56119,83066,B,85,,,
7252,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904104,178904104,MARY HELEN BERLANGA Elementary,REGULAR INSTRUCTIONAL,'481527001044,CORPUS CHRISTI,MS MELLISSA CLEARMAN   ,'EE-05,590,Elementary School,62%,64%,92.80%,26.50%,34.1,3,57884,69434,C,70,,,
7256,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904106,178904106,HICKS Elementary,REGULAR INSTRUCTIONAL,'481527001046,CORPUS CHRISTI,MS KATHY ORITZ   ,'EE-05,559,Elementary School,52%,51%,92.20%,29.70%,38.8,3,57689,72094,B,88,,,
7255,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904107,178904107,WYNN SEALE METROPOLITAN SCHOOL OF DESIGN,REGULAR INSTRUCTIONAL,'481527001047,CORPUS CHRISTI,MR JUSTIN T MILNER   ,'PK-06,682,Elementary School,38%,49%,93.80%,20.10%,42.9,4,56730,66744,B,88,,,
7258,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904111,178904111,FANNIN Elementary,REGULAR INSTRUCTIONAL,'481527001055,CORPUS CHRISTI,MRS BRYANNA JACKSON   ,'EE-05,339,Elementary School,57%,50%,92.10%,31.40%,25.2,3,57770,69293,B,81,,,
7259,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904115,178904115,GARCIA Elementary,REGULAR INSTRUCTIONAL,'481527001058,CORPUS CHRISTI,MRS SONIA VEGA   ,'EE-05,556,Elementary School,63%,65%,91.50%,32.10%,34.8,3,57225,67297,B,81,,,
7260,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904116,178904116,GIBSON Elementary,REGULAR INSTRUCTIONAL,'481527001059,CORPUS CHRISTI,MS JULISSA SEGOVIA   ,'EE-05,421,Elementary School,64%,73%,91.20%,34.50%,24.3,2.3,54716,71685,C,72,,,
7261,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904117,178904117,HOUSTON Elementary,REGULAR INSTRUCTIONAL,'481527001063,CORPUS CHRISTI,MRS JENNIFER ALLEN-PEREZ   ,'EE-05,356,Elementary School,52%,58%,92.50%,25.00%,22.9,3,55672,67285,B,84,,,
7262,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904118,178904118,KOSTORYZ Elementary,REGULAR INSTRUCTIONAL,'481527001065,CORPUS CHRISTI,MS STEVIE RAE GARCIA   ,'EE-05,371,Elementary School,56%,63%,93.40%,23.30%,25.9,3,56189,67990,B,84,,,
7264,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904121,178904121,LOS ENCINOS SES,REGULAR INSTRUCTIONAL,'481527001068,CORPUS CHRISTI,MS LAURA PERALES   ,'EE-05,360,Elementary School,45%,56%,93.60%,21.40%,21.8,3,58644,84637,B,88,,,
7265,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904122,178904122,SHAW SES,REGULAR INSTRUCTIONAL,'481527001069,CORPUS CHRISTI,MS CHRISTINE BERNAL   ,'EE-05,638,Elementary School,74%,71%,91.40%,33.30%,39,4,58269,66764,C,74,,,
7263,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904123,178904123,CULLEN PLACE Elementary,REGULAR INSTRUCTIONAL,'481527001071,CORPUS CHRISTI,JENNIFER BRADY   ,'EE-05,923,Elementary School,55%,58%,91.30%,30.10%,53.3,4.3,57160,76100,D,66,,,
7269,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904124,178904124,MENGER Elementary,REGULAR INSTRUCTIONAL,'481527001072,CORPUS CHRISTI,DR CHRISTINA BARRERA   ,'EE-05,243,Elementary School,48%,53%,91.40%,32.70%,22.8,3,55537,68308,B,81,,,
7267,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904127,178904127,OAK PARK SPECIAL EMPHASIS SCHOOL,REGULAR INSTRUCTIONAL,'481527001077,CORPUS CHRISTI,MR FREDERICO SAQUI LARA   ,'EE-05,541,Elementary School,61%,70%,90.90%,36.70%,36.6,4,55540,65937,C,77,,,
7268,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904130,178904130,SANDERS Elementary,REGULAR INSTRUCTIONAL,'481527001082,CORPUS CHRISTI,DR MARCOS AGUILERA   ,'EE-05,279,Elementary School,54%,62%,93.20%,23.40%,19.5,2.3,52865,73644,C,75,,,
7266,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904132,178904132,SCHANEN ESTATES Elementary,REGULAR INSTRUCTIONAL,'481527001084,CORPUS CHRISTI,MS VIOLETA GUERRA   ,'EE-05,374,Elementary School,54%,59%,91.70%,29.50%,26.1,3,55465,71852,C,79,,,
7270,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904134,178904134,SMITH Elementary,REGULAR INSTRUCTIONAL,'481527001087,CORPUS CHRISTI,MS LAUREN STINSON   ,'EE-05,457,Elementary School,49%,53%,93.10%,22.50%,30.1,3,58789,72078,C,79,,,
7271,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904136,178904136,TRAVIS Elementary,REGULAR INSTRUCTIONAL,'481527001090,CORPUS CHRISTI,MS YVONNE SALINAS   ,'EE-05,430,Elementary School,72%,67%,89.30%,44.50%,26.8,5,53628,64150,C,75,,,
7273,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904138,178904138,CALK-WILSON Elementary,REGULAR INSTRUCTIONAL,'481527001091,CORPUS CHRISTI,MS CHRISTINE SIERRA   ,'EE-05,746,Elementary School,52%,54%,91.10%,32.00%,43.7,3,56900,69955,C,79,,,
7274,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904139,178904139,WINDSOR PARK G/T,REGULAR INSTRUCTIONAL,'481527001092,CORPUS CHRISTI,DR KIMBERLY BISSELL   ,'01-05,602,Elementary School,3%,8%,96.20%,5.00%,37.3,2,58247,78150,A,97,,,
7272,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904141,178904141,YEAGER Elementary,REGULAR INSTRUCTIONAL,'481527001095,CORPUS CHRISTI,MS STACY MITCHAN   ,'EE-05,294,Elementary School,64%,66%,91.50%,36.40%,24.2,3,53236,69835,B,86,,,
7275,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904142,178904142,ZAVALA Elementary,REGULAR INSTRUCTIONAL,'481527001096,CORPUS CHRISTI,MS ZONIA LOPEZ   ,'EE-05,433,Elementary School,68%,70%,89.40%,42.30%,30.5,2.1,60086,73434,B,88,,,
7278,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904146,178904146,CLUB ESTATES,REGULAR INSTRUCTIONAL,'481527005433,CORPUS CHRISTI,DR PATRICIA MENDOZA   ,'EE-05,406,Elementary School,43%,49%,91.70%,29.60%,27.6,4,55788,67689,B,80,,,
7276,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904148,178904148,MOORE Elementary,REGULAR INSTRUCTIONAL,'481527006529,CORPUS CHRISTI,MS MICHELLE PERKINS   ,'EE-05,484,Elementary School,55%,64%,92.20%,25.30%,32,3,58503,73121,B,82,,,
7277,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904149,178904149,MIRELES Elementary,REGULAR INSTRUCTIONAL,'481527008888,CORPUS CHRISTI,MS CAROLYN E BENCE   ,'EE-05,621,Elementary School,37%,48%,94.40%,13.60%,38.7,3.3,57139,71592,B,89,,,
7280,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904150,178904150,GALVAN Elementary,REGULAR INSTRUCTIONAL,'481527021047,CORPUS CHRISTI,MS VERONICA MOLINA   ,'EE-05,553,Elementary School,54%,62%,94.00%,19.10%,34.5,3,58909,69766,B,84,,,
7279,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904151,178904151,JONES Elementary,REGULAR INSTRUCTIONAL,'481527021048,CORPUS CHRISTI,MS AMY PINA   ,'EE-05,520,Elementary School,42%,47%,94.20%,15.50%,35.3,3,54600,70415,B,88,,,
7281,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904152,178904152,BARNES Elementary,REGULAR INSTRUCTIONAL,'481527001837,CORPUS CHRISTI,MS KATHERINE GORMAN   ,'EE-05,700,Elementary School,41%,39%,94.40%,13.50%,40.9,4,53094,69243,A,91,,,
7283,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904153,178904153,EARLY CHILDHOOD DEVELOPMENT CTR,REGULAR INSTRUCTIONAL,'481527007415,CORPUS CHRISTI,DR KELLYE LOVING   ,'EE-PK,150,Elementary School,.,.,.,.,7.9,1.1,58627,91092,A,91,,,
7282,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904154,178904154,DAWSON Elementary,REGULAR INSTRUCTIONAL,'481527007706,CORPUS CHRISTI,MS KIMBERLY ELLIS   ,'EE-05,548,Elementary School,43%,42%,94.80%,13.50%,30.7,3,57111,66654,B,89,,,
7284,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904157,178904157,FAYE WEBB Elementary,REGULAR INSTRUCTIONAL,'481527010991,CORPUS CHRISTI,MR JOSHUA AUZENNE   ,'EE-05,634,Elementary School,31%,37%,94.00%,17.40%,41.5,3,56841,70865,A,92,,,
7295,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904158,178904158,KOLDA Elementary,REGULAR INSTRUCTIONAL,'481527012727,CORPUS CHRISTI,MS SHEA L HERNANDEZ   ,'EE-05,641,Elementary School,37%,42%,94.80%,11.40%,54,5,55408,68578,B,80,,,
7285,'178904,CORPUS CHRISTI ISD,DR ROLAND HERNANDEZ   ,'178904160,178904160,CREEKSIDE Elementary,REGULAR INSTRUCTIONAL,'481527014302,CORPUS CHRISTI,CHRISTA RASCHE   ,'EE-05,416,Elementary School,.,.,.,.,.,.,.,.,A,93,,,
7286,'178905,DRISCOLL ISD,DR CYNTHIA MAPLES GARCIA   ,'178905041,178905041,DRISCOLL Elementary & Middle,REGULAR INSTRUCTIONAL,'481755008889,DRISCOLL,MRS MONICA MORIN   ,'EE-08,289,Elementary School,35%,54%,95.60%,9.40%,25.3,1,61455,113080,B,86,,,
7292,'178905,DRISCOLL ISD,DR CYNTHIA MAPLES GARCIA   ,'178905103,178905103,DRISCOLL PLAY AND LEARN DAY CARE SAN BENITO CENTER,REGULAR INSTRUCTIONAL,'481755023046,DRISCOLL,,'EE-KG,22,Elementary School,.,.,.,.,.,.,.,.,B,86,,,
7287,'178905,DRISCOLL ISD,DR CYNTHIA MAPLES GARCIA   ,'178905105,178905105,DRISCOLL MI MUNDO PRESCHOOL,REGULAR INSTRUCTIONAL,'481755023048,DRISCOLL,,'EE-01,32,Elementary School,.,.,.,.,.,.,.,.,B,86,,,
7289,'178905,DRISCOLL ISD,DR CYNTHIA MAPLES GARCIA   ,'178905109,178905109,DRISCOLL MADISON SQUARE CHILD DEVELOPMENT CTR,REGULAR INSTRUCTIONAL,'481755023052,DRISCOLL,,'EE-KG,55,Elementary School,.,.,.,.,.,.,.,.,B,86,,,
7288,'178906,LONDON ISD,DR WILLIAM CHAPMAN   ,'178906001,178906001,LONDON High School,REGULAR INSTRUCTIONAL,'482799012600,CORPUS CHRISTI,MRS JENNIFER HOLLAND   ,'09-12,541,High School,9%,24%,95.50%,8.60%,29.1,2,56892,82500,A,94,,,
7290,'178906,LONDON ISD,DR WILLIAM CHAPMAN   ,'178906041,178906041,LONDON Middle,REGULAR INSTRUCTIONAL,'482799013493,CORPUS CHRISTI,MS AMANDA BARMORE   ,'07-08,307,Junior High School,15%,36%,96.60%,4.70%,21.9,3,53694,72032,A,91,,,
7291,'178906,LONDON ISD,DR WILLIAM CHAPMAN   ,'178906101,178906101,LONDON Elementary,REGULAR INSTRUCTIONAL,'482799003135,CORPUS CHRISTI,MS LORI MALDONADO   ,'EE-04,677,Elementary School,.,.,95.50%,7.70%,24.2,0,54067,.,C,77,,,
7293,'178906,LONDON ISD,DR WILLIAM CHAPMAN   ,'178906103,178906103,LONDON Intermediate,REGULAR INSTRUCTIONAL,'482799013983,CORPUS CHRISTI,MICHELLE BARKER   ,'05-06,283,Middle School,40%,34%,96.20%,5.90%,23.5,1,55722,77848,B,89,,,
7294,'178906,LONDON ISD,DR WILLIAM CHAPMAN   ,'178906105,178906105,LONDON EARLY CHILDHOOD,REGULAR INSTRUCTIONAL,',CORPUS CHRISTI,,'PK-KG,0,Elementary School,.,.,.,.,.,.,.,.,?,?,,,
7298,'178908,PORT ARANSAS ISD,DR SHARON MCKINNEY   ,'178908001,178908001,PORT ARANSAS High School,REGULAR INSTRUCTIONAL,'483537003996,PORT ARANSAS,DAVID SWARTWOUT   ,'09-12,203,High School,10%,21%,95.20%,11.60%,19.3,1,60790,90639,A,92,,,
7297,'178908,PORT ARANSAS ISD,DR SHARON MCKINNEY   ,'178908041,178908041,BRUNDRETT Middle,REGULAR INSTRUCTIONAL,'483537005798,PORT ARANSAS,MR JAMES GARRETT   ,'06-08,119,Middle School,28%,50%,95.90%,9.80%,12.3,0.7,55585,79898,B,88,,,
7301,'178908,PORT ARANSAS ISD,DR SHARON MCKINNEY   ,'178908101,178908101,OLSEN Elementary,REGULAR INSTRUCTIONAL,'483537003995,PORT ARANSAS,MR GEORGE LERMA   ,'EE-05,263,Elementary School,33%,38%,95.60%,7.00%,18.7,1,58990,81131,C,76,,,
7299,'178909,ROBSTOWN ISD,DR MARC PUIG   ,'178909001,178909001,ROBSTOWN EARLY COLLEGE High School,REGULAR INSTRUCTIONAL,'483744004204,ROBSTOWN,MRS MARIBEL TREVINO   ,'09-12,750,High School,58%,80%,85.10%,51.60%,50.8,2.7,60517,88414,B,80,,,
7300,'178909,ROBSTOWN ISD,DR MARC PUIG   ,'178909041,178909041,SEALE Junior High,REGULAR INSTRUCTIONAL,'483744004207,ROBSTOWN,MRS ANISA CHAVERA   ,'06-08,533,Middle School,70%,78%,88.00%,42.10%,36.1,3.8,58364,77451,F,59,,,
7303,'178909,ROBSTOWN ISD,DR MARC PUIG   ,'178909101,178909101,SAN PEDRO FINE ARTS ACADEMY,REGULAR INSTRUCTIONAL,'483744004201,ROBSTOWN,MR JAIME VELASCO   ,'EE-05,243,Elementary School,74%,67%,91.90%,31.70%,13.2,3.1,57166,75246,B,83,,,
7302,'178909,ROBSTOWN ISD,DR MARC PUIG   ,'178909103,178909103,LOTSPEICH LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,'483744004202,ROBSTOWN,MS JACQUELINE PADILLA   ,'EE-05,368,Elementary School,69%,79%,90.10%,36.80%,18.4,3.4,59785,72757,F,59,,,
7304,'178909,ROBSTOWN ISD,DR MARC PUIG   ,'178909105,178909105,ROBERT DRISCOLL JR STEM ACADEMY,REGULAR INSTRUCTIONAL,'483744004205,ROBSTOWN,MRS GIANNA MORALES   ,'EE-05,676,Elementary School,72%,73%,89.70%,37.20%,37.3,3.8,57724,80424,F,59,,,
7306,'178912,TULOSO-MIDWAY ISD,STEPHEN VANMATRE   ,'178912001,178912001,TULOSO-MIDWAY High School,REGULAR INSTRUCTIONAL,'484335004923,CORPUS CHRISTI,ALCARIO GABRIEL ALVARADO   ,'09-12,1079,High School,34%,74%,92.50%,24.40%,92,3.2,61258,98237,B,82,,,
7305,'178912,TULOSO-MIDWAY ISD,STEPHEN VANMATRE   ,'178912002,178912002,TULOSO-MIDWAY ACADEMIC CAREER CENTER,ALTERNATIVE INSTRUCTIONAL,'484335005136,CORPUS CHRISTI,MS IRIS CHAPA   ,'09-12,32,High School,86%,100%,89.50%,40.60%,6,1,55555,89185,C,74,,,
7309,'178912,TULOSO-MIDWAY ISD,STEPHEN VANMATRE   ,'178912041,178912041,TULOSO-MIDWAY Middle,REGULAR INSTRUCTIONAL,'484335004924,CORPUS CHRISTI,MRS MELANIE ARIAS   ,'06-08,876,Middle School,39%,55%,91.90%,26.80%,63.4,4,57950,80673,B,87,,,
7308,'178912,TULOSO-MIDWAY ISD,STEPHEN VANMATRE   ,'178912101,178912101,TULOSO-MIDWAY Primary,REGULAR INSTRUCTIONAL,'484335006490,CORPUS CHRISTI,MR DAVID CRABTREE   ,'EE-02,779,Elementary School,.,.,92.80%,24.00%,53,3,56970,74930,B,80,,,
7310,'178912,TULOSO-MIDWAY ISD,STEPHEN VANMATRE   ,'178912104,178912104,TULOSO-MIDWAY Intermediate,REGULAR INSTRUCTIONAL,'484335006052,CORPUS CHRISTI,MS STACY LUCAS   ,'03-05,905,Elementary School,57%,64%,93.70%,19.30%,58.8,3,58734,74549,B,80,,,
7313,'178913,BANQUETE ISD,ADRIAN PENA   ,'178913001,178913001,BANQUETE High School,REGULAR INSTRUCTIONAL,'480941000400,BANQUETE,MS ELSA HOFSTETTER   ,'09-12,247,High School,42%,79%,93.70%,20.00%,26.3,3.6,53033,86599,B,84,,,
7317,'178913,BANQUETE ISD,ADRIAN PENA   ,'178913041,178913041,BANQUETE Junior High,REGULAR INSTRUCTIONAL,'480941000401,BANQUETE,RAMIRO PENA   ,'06-08,161,Middle School,34%,60%,94.10%,20.40%,16.9,2,53358,80560,B,82,,,
7312,'178913,BANQUETE ISD,ADRIAN PENA   ,'178913101,178913101,BANQUETE Elementary,REGULAR INSTRUCTIONAL,'480941000399,BANQUETE,ANGELICA ESCOBAR   ,'EE-05,336,Elementary School,59%,66%,95.20%,12.20%,31.7,1,55632,92357,B,80,,,
7314,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914001,178914001,FLOUR BLUFF High School,REGULAR INSTRUCTIONAL,'481938001797,CORPUS CHRISTI,MRS AMY SEEDS   ,'09-12,1940,High School,23%,41%,93.90%,19.00%,123.9,7.3,61171,85448,B,85,,,
7315,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914004,178914004,NUECES CO J J A E P,JJAEP INSTRUCTIONAL,'481938008010,CORPUS CHRISTI,,'05-12,-1,Elementary/Secondary,0%,0%,.,66.70%,.,.,.,.,Not Rated,0,,,
7316,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914041,178914041,FLOUR BLUFF Junior High,REGULAR INSTRUCTIONAL,'481938001799,CORPUS CHRISTI,MR BRODIE WALLACE   ,'07-08,892,Junior High School,33%,35%,93.70%,18.90%,59.2,3.5,59037,69504,A,91,,,
7322,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914101,178914101,FLOUR BLUFF Elementary,REGULAR INSTRUCTIONAL,'481938001796,CORPUS CHRISTI,DR NIKOL YOUNGBERG   ,'03-04,742,Elementary School,48%,57%,94.60%,13.30%,48.6,2.5,59070,84148,C,77,,,
7320,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914103,178914103,FLOUR BLUFF Primary,REGULAR INSTRUCTIONAL,'481938001800,CORPUS CHRISTI,MRS JESSICA GUTIERREZ   ,'01-02,716,Elementary School,.,.,94.10%,15.50%,47.8,2.5,56925,57170,C,77,,,
7319,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914105,178914105,FLOUR BLUFF Intermediate,REGULAR INSTRUCTIONAL,'481938006252,CORPUS CHRISTI,DR SALVADOR ALVARADO   ,'05-06,808,Middle School,35%,48%,95.00%,11.90%,52.3,3.4,57142,81455,B,86,,,
7321,'178914,FLOUR BLUFF ISD,CHRIS STEINBRUCK   ,'178914106,178914106,EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,'481938007417,CORPUS CHRISTI,MS MOLLI CROWLEY   ,'EE-KG,-1,Elementary School,.,.,.,.,30.6,2,55787,74049,C,77,,,
7325,'178915,WEST OSO ISD,KIM MOORE JR   ,'178915001,178915001,WEST OSO High School,REGULAR INSTRUCTIONAL,'484512005147,CORPUS CHRISTI,MR TERRY AVERY   ,'09-12,491,High School,54%,64%,90.50%,35.60%,42.3,3,59985,88413,B,86,,,
7326,'178915,WEST OSO ISD,KIM MOORE JR   ,'178915002,178915002,WEST OSO ISD JJAEP,JJAEP INSTRUCTIONAL,'484512009005,CORPUS CHRISTI,,'05-12,4,Elementary/Secondary,.,.,.,.,.,.,.,.,Not Rated,0,,,
